timestamp,date,symbol,trade_id,open,high,low,close,volume,sma_20,sma_50,sma_200,ema_12,ema_26,rsi,rsi_14,rsi_21,macd,macd_signal,macd_histogram,momentum_10,atr,bollinger_upper,bollinger_middle,bollinger_lower,bollinger_width,bollinger_position,volatility,volume_ratio,volume_sma,obv,ad_line,doji,hammer,engulfing,morning_star,vwap,vwap_distance_pct,rs_vs_spy,orb_high,orb_low,orb_open,orb_close,orb_volume,orb_range_pct,spy_price,spy_change_pct,entry_price,exit_price,entry_time,exit_time,shares,position_value,peak_price,peak_pct,pnl_dollars,pnl_pct,exit_reason,win,holding_minutes,entry_bar_volatility,time_weighted_peak,rank,priority_score,confidence,orb_volume_ratio,exec_volume_ratio,category,current_stop_loss,stop_loss_distance_pct,opening_bar_protection_active,trailing_activated,trailing_distance_pct,breakeven_activated,gap_risk_pct,max_adverse_excursion,market_regime,volatility_regime,trend_direction,volume_regime,momentum_regime,stoch_k,stoch_d,williams_r,cci,adx,plus_di,minus_di,aroon_up,aroon_down,mfi,cmf,roc,ppo,tsi,ult_osc,ichimoku_base
2026-01-07T17:23:55.695350,2026-01-07,TZA,2026-01-07_TZA_0,6.639999866485596,6.840000152587891,6.610000133514404,6.679900169372559,53170929,7.047053408622742,6.679900169372559,6.679900169372559,7.032362064851912,7.221622765336211,39.6904425041275,39.6904425041275,43.04673145054032,-0.189260700484299,-0.189260700484299,0.0,-4.299424769067013,0.299453705782787,7.545400307806838,7.047053408622742,6.548706509438646,14.143412013149238,13.162885145739404,56.26285715042432,0.5511205753535673,96477851.45,-118759171.0,0.0,False,False,False,False,7.467019926702112,-10.541283739110003,-0.15584429193888874,6.72,6.61,6.64,6.7099,4302345,1.6641452344931835,693.9149780273438,0.3042714728290286,6.81,0.0,,,0,0.0,0.0,0.0,0.0,0.0,EMERGENCY_BAD_DAY_DETECTED,False,0.0,0.0,0.0,9,27.918992089832866,0.8339285714285711,0.0,0.0,,0.0,0.0,False,False,0.0,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T17:23:55.703267,2026-01-07,SPXS,2026-01-07_SPXS_0,33.9900016784668,34.16999816894531,33.720001220703125,33.72999954223633,3449650,35.07343769073486,33.72999954223633,33.72999954223633,34.702058369274404,35.21912114714009,34.18466145433692,34.18466145433692,44.122735228561204,-0.5170627778656893,-0.5170627778656893,0.0,-2.0331128572026866,0.9553561461214558,36.90888092259678,35.07343769073486,33.23799445887295,10.466286470383677,13.402895682703289,34.81735441457882,0.5397151344828868,6391612.5,-17559550.0,0.0,False,False,False,False,36.605551031977505,-7.855506634032587,-1.1567138938318857,34.0599,33.885,33.99,33.885,940080,0.5161575918548058,693.9149780273438,0.3042714728290286,34.115,0.0,,,0,0.0,0.0,0.0,0.0,0.0,EMERGENCY_BAD_DAY_DETECTED,False,0.0,0.0,0.0,16,22.646681926935635,0.7161773816129827,0.0,0.0,,0.0,0.0,False,False,0.0,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T17:23:55.710043,2026-01-07,SPXU,2026-01-07_SPXU_0,47.630001068115234,47.880001068115234,47.26499938964844,47.28860092163086,2073005,49.178564453125,47.28860092163086,47.28860092163086,48.65045474555429,49.378813986839944,34.12177534082467,34.12177534082467,44.098046107573346,-0.7283592412856521,-0.7283592412856521,0.0,-2.0554691928898614,1.3410556617680152,51.75879737599276,49.178564453125,46.598331530257234,10.493323469525581,13.376106189018689,34.593029701835306,0.49188787380081117,4214385.25,-73464355.0,0.0,False,False,False,False,51.28927234129464,-7.800210915534304,-1.1251594364191515,47.73,47.49,47.63,47.49,506069,0.5053695514845122,693.9149780273438,0.3042714728290286,47.82,0.0,,,0,0.0,0.0,0.0,0.0,0.0,EMERGENCY_BAD_DAY_DETECTED,False,0.0,0.0,0.0,15,22.747629523705317,0.718856065367694,0.0,0.0,,0.0,0.0,False,False,0.0,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T17:23:55.717001,2026-01-07,SRTY,2026-01-07_SRTY_0,37.54999923706055,38.599998474121094,37.380001068115234,37.68000030517578,558638,39.79305286407471,37.68000030517578,37.68000030517578,39.70941564758376,40.77499192612052,39.44650534100176,39.44650534100176,42.88724741753974,-1.06557627853676,-1.06557627853676,0.0,-4.486683852950903,1.6518955144675307,42.617116488246445,39.79305286407471,36.968989239902974,14.193752029120182,12.58843921197664,56.47625892664933,0.43889894925185235,1272816.9,-18740800.0,0.0,False,False,False,False,43.6409614358741,-13.659096716870764,-0.3042714728290286,37.9298,37.38,37.55,37.84,141230,1.4708400214018127,693.9149780273438,0.3042714728290286,38.47,0.0,,,0,0.0,0.0,0.0,0.0,0.0,EMERGENCY_BAD_DAY_DETECTED,False,0.0,0.0,0.0,11,27.51794884917127,0.8424209987925058,0.0,0.0,,0.0,0.0,False,False,0.0,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T17:23:55.790392,2026-01-07,SDS,2026-01-07_SDS_0,66.55999755859375,66.79000091552734,66.22000122070312,66.2249984741211,1219331,67.95380325317383,66.2249984741211,66.2249984741211,67.48516595626772,68.12075392655501,34.287115851768135,34.287115851768135,44.28231919112374,-0.6355879702872897,-0.6355879702872897,0.0,-1.373113699981775,1.22281140640221,70.29491841730012,67.95380325317383,65.61268808904754,6.8903138663308,13.077323030840112,22.999480437591398,0.5634885826681503,2163896.55,-19845511.0,0.0,False,False,False,False,69.83050526595217,-5.163225982827082,-0.8971929020933096,66.65,66.4313,66.56,66.4313,272890,0.3292122839685699,693.9149780273438,0.3042714728290286,66.72,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,14,23.11979083385805,0.7105026256564131,0.0,0.0,,0.0,0.0,False,False,0.0,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T17:23:57.237581,2026-01-07,FAZ,2026-01-07_FAZ_0,35.41999816894531,36.75,35.273799896240234,36.07500076293945,867263,37.911136054992674,36.07500076293945,36.07500076293945,37.12620636704988,38.59679295265627,34.61781262581759,34.61781262581759,33.40338325835697,-1.4705865856063909,-1.4705865856063909,0.0,-2.3680649037431625,1.3582729162934133,41.196114500227154,37.911136054992674,34.626157609758195,17.329886608881335,22.052551901567206,40.798832279527666,0.6094939139896628,1422923.15,-6766837.0,0.0,False,False,False,False,41.08489874964298,-12.194013224255697,2.444233613506337,35.965,35.2738,35.42,35.86,275932,1.959528034972138,693.9149780273438,0.3042714728290286,36.73,0.0,,,0,0.0,0.0,0.0,0.0,0.0,EMERGENCY_BAD_DAY_DETECTED,False,0.0,0.0,0.0,7,35.11327049492019,0.9127067982760999,0.0,0.0,,0.0,0.0,False,False,0.0,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T17:23:57.243897,2026-01-07,TWM,2026-01-07_TWM_0,29.489999771118164,30.049999237060547,29.423999786376953,29.56999969482422,291027,30.632495498657228,29.56999969482422,29.56999969482422,30.596069295197452,31.10354321693299,39.97935831841435,39.97935831841435,43.29533413580547,-0.5074739217355386,-0.5074739217355386,0.0,-2.9632786092284302,0.8459841438603412,32.09130850533887,30.632495498657228,29.173682491975583,9.524610926625886,13.583550497336748,37.87934547612984,0.6051195223700354,480941.35,-3176273.0,0.0,False,False,False,False,32.24461259192656,-8.294758975556787,-0.23658802687283373,29.6855,29.424,29.49,29.67,35882,0.8887302882001142,693.9149780273438,0.3042714728290286,29.96,0.0,,,0,0.0,0.0,0.0,0.0,0.0,EMERGENCY_BAD_DAY_DETECTED,False,0.0,0.0,0.0,12,26.74180597392713,0.7924693874113623,0.0,0.0,,0.0,0.0,False,False,0.0,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T17:23:57.254197,2026-01-07,TECL,2026-01-07_TECL_0,123.33000183105469,125.66999816894531,122.41000366210938,125.49009704589844,303623,120.55160446166992,125.49009704589844,125.49009704589844,121.1537387581081,120.30117583118026,63.92655855822164,63.92655855822164,50.243891998172565,0.8525629269278454,0.8525629269278454,0.0,2.240589237406759,5.432862962995257,132.47527430708342,120.55160446166992,108.62793461625643,19.781851761590943,70.70877778508824,62.06524687755966,0.34461058690421204,881061.15,6453723.0,0.0,False,False,False,False,116.07644392683929,8.10987380436326,0.9464099649295423,123.765,122.41,123.33,123.2,71948,1.1069357078670077,693.9149780273438,0.3042714728290286,124.1101,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,4,53.281986819957496,0.7278834888700361,0.0,0.0,,0.0,0.0,False,False,0.0,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T17:23:57.261549,2026-01-07,SDOW,2026-01-07_SDOW_0,29.15999984741211,29.788700103759766,29.049999237060547,29.479999542236328,3478328,31.179220581054686,29.479999542236328,29.479999542236328,30.74864995937376,31.511994442504086,31.468295983609295,31.468295983609295,37.3069760816648,-0.7633444831303251,-0.7633444831303251,0.0,-5.391528605271505,0.9237956416924923,32.914334265631105,31.179220581054686,29.444106896478267,11.129936234716013,1.0343024228646742,36.0952330553344,0.960845136921885,3620071.4,-21356472.0,0.0,False,False,False,False,33.02182284407478,-10.725704993823411,0.20714898036038937,29.35,29.05,29.16,29.32,889907,1.0327022375215171,693.9149780273438,0.3042714728290286,29.73,0.0,,,0,0.0,0.0,0.0,0.0,0.0,EMERGENCY_BAD_DAY_DETECTED,False,0.0,0.0,0.0,10,27.56745797439832,0.8294718909710388,0.0,0.0,,0.0,0.0,False,False,0.0,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07T17:23:57.289830,2026-01-07,DXD,2026-01-07_DXD_0,19.280000686645508,19.56049919128418,19.25,19.430099487304688,900610,20.14931468963623,19.430099487304688,19.430099487304688,19.967473944757472,20.28364554768456,32.37004336334499,32.37004336334499,38.14851473060376,-0.31617160292708846,-0.31617160292708846,0.0,-3.5152496961577984,0.3957283567581208,20.895403669958956,20.14931468963623,19.403225709313507,7.405601548388882,1.800976740036863,24.477448093913186,0.5436642478926906,1656555.5,-8411690.0,0.0,False,False,False,False,20.775880171667886,-6.4776109278799305,0.10967738637444097,19.3617,19.25,19.28,19.3617,103653,0.5802597402597351,693.9149780273438,0.3042714728290286,19.5326,0.0,,,0,0.0,0.0,0.0,0.0,0.0,EMERGENCY_BAD_DAY_DETECTED,False,0.0,0.0,0.0,13,26.606825201093642,0.7882670426667078,0.0,0.0,,0.0,0.0,False,False,0.0,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
